ID,Term,Language_Type,Major1,Major2,Major3,Minors,Division1,years
379111,1231,B,COMP,ECON,,,NSM,2023
378727,1231,B,CEAS,,,,IDS,2023
378830,1231,B,CEAS,ECON,,GLEN-MN,IDS,2023
371730,1231,B,AMST,,,DATA-MN,SBS,2023
377454,1231,B,ECON,,,DATA-MN,SBS,2023
377504,1231,B,ECON,,,DATA-MN,SBS,2023
377552,1231,B,PHIL,,,,SBS,2023
377648,1231,B,AMST,,,,SBS,2023
378427,1231,B,ARHA,,,FILM-MN,HA,2023
378447,1231,B,CEAS,GOVT,,FILM-MN,IDS,2023
378693,1231,B,ARHA,ECON,,,HA,2023
378784,1231,B,ENGL,HISP,,,HA,2023
379782,1231,B,PHIL,,,,SBS,2023
391032,1231,B,ECON,,,,SBS,2023
377515,1231,B,GOVT,,,,SBS,2023
377506,1231,B,PSYC,SOC,,,NSM,2023
377514,1231,B,BIOL,CHEM,,,NSM,2023
377700,1231,B,AMST,,,,SBS,2023
377741,1231,B,BIOL,E&ES,,,NSM,2023
378515,1231,B,GOVT,SOC,,ARCP-MN,SBS,2023
378523,1231,B,MB&B,,,,NSM,2023
379012,1231,B,AFAM,PSYC,,CHEM-MN,SBS,2023
379163,1231,B,BIOL,ENVS,,IDEA-MN,NSM,2023
379227,1231,B,FRST,SOC,,,HA,2023
379230,1231,B,ECON,ENVS,,,SBS,2023
377611,1231,B,ECON,,,,SBS,2023
378466,1231,B,SOC,,,EDST-MN,SBS,2023
378498,1231,B,ECON,PSYC,,,SBS,2023
378501,1231,B,ECON,PSYC,,,SBS,2023
378541,1231,B,PSYC,SOC,,HRAD-MN,NSM,2023
379297,1231,B,AMST,,,AFAM-MN,SBS,2023
375029,1231,B,COL,,,EDST-MN,HA,2023
377379,1231,C,HIST,,,MEST-MN,SBS,2023
374627,1231,C,ECON,,,AFST-MN,SBS,2023
377718,1231,C,FRST,GOVT,,,HA,2023
377589,1231,C,BIOL,,,CJST-MN,NSM,2023
378740,1231,C,CEAS,MATH,,,IDS,2023
378472,1231,D,ANTH,HISP,,,SBS,2023
371984,1231,D,AMST,,,ENVS-MN,SBS,2023
377459,1231,D,RMST,,,RELI-MN,IDS,2023
378435,1231,D,ENGL,,,,HA,2023
378993,1231,D,ARHA,FILM,,,HA,2023
379159,1231,D,HIST,SOC,,,SBS,2023
379161,1231,D,HIST,,,ECON-MN,SBS,2023
394647,1231,D,,,,,"  .",2023
394649,1231,D,,,,,"  .",2023
394650,1231,D,,,,,"  .",2023
394699,1231,D,,,,,"  .",2023
371733,1231,D,AMST,ANTH,,FILM-MN,SBS,2023
377546,1231,D,ENGL,FGSS,,,HA,2023
377624,1231,D,EDST,LAST,,HRAD-MN,IDS,2023
374267,1231,D,GOVT,,,FILM-MN,SBS,2023
377435,1231,D,AMST,ECON,,,SBS,2023
377438,1231,D,ANTH,,,ARHA-MN,SBS,2023
377469,1231,D,HISP,PSYC,,CBST-MN,IDS,2023
377512,1231,D,ECON,PSYC,,,SBS,2023
377669,1231,D,HISP,PSYC,,EDST-MN,IDS,2023
377686,1231,D,ENGL,,,ARHA-MN,HA,2023
378500,1231,D,ECON,GOVT,,,SBS,2023
378737,1231,D,ENGL,,,ARHA-MN,HA,2023
378834,1231,D,ECON,PSYC,,,SBS,2023
379098,1231,D,CHEM,MB&B,,,NSM,2023
379154,1231,D,ECON,HISP,,,SBS,2023
379787,1231,D,GOVT,,,,SBS,2023
379796,1231,D,HISP,RELI,,GLEN-MN,IDS,2023
384900,1231,D,COL,,,,HA,2023
374368,1231,D,BIOL,FRST,,,NSM,2023
377411,1231,D,COL,PSYC,,,HA,2023
378488,1231,D,ENGL,FRST,,,HA,2023
378494,1231,D,AMST,COL,,FRST-MN,SBS,2023
378508,1231,D,FILM,GOVT,,,HA,2023
378839,1231,D,ARHA,ENGL,,,HA,2023
379108,1231,D,AMST,FRST,,GLEN-MN,SBS,2023
379224,1231,D,PSYC,RMST,,GLEN-MN,NSM,2023
379401,1231,D,ECON,FRST,,,SBS,2023
383467,1231,D,ECON,FRST,,,SBS,2023
383346,1239,A,ENGL,FILM,,,HA,2023
382445,1239,A,GOVT,,,,SBS,2023
384508,1239,A,BIOL,THEA,,,NSM,2023
385218,1239,A,THEA,,,,HA,2023
377466,1239,A,BIOL,,,,NSM,2023
382406,1239,A,SOC,,,IDEA-MN,SBS,2023
378845,1239,A,MATH,SOC,,,NSM,2023
385034,1239,A,COMP,MUSC,,,NSM,2023
385133,1239,A,,,,,"  .",2023
382465,1239,A,PSYC,,,IDEA-MN,NSM,2023
377599,1239,A,NS&B,PSYC,SISP,,NSM,2023
382178,1239,A,AMST,,,,SBS,2023
382299,1239,A,AMST,,,,SBS,2023
382384,1239,A,ENGL,FILM,,,HA,2023
383482,1239,A,CEAS,ECON,,DATA-MN,IDS,2023
384780,1239,A,CSS,ENVS,,,SBS,2023
383453,1239,A,EDST,PSYC,,,IDS,2023
384789,1239,A,GOVT,RELI,,HIST-MN,SBS,2023
382366,1239,A,AMST,EDST,,,SBS,2023
383331,1239,A,HIST,,,,SBS,2023
382407,1239,A,FILM,,,,HA,2023
383492,1239,A,CSS,RELI,,,SBS,2023
384846,1239,A,ENGL,,,,HA,2023
385119,1239,A,CSS,,,EDST-MN,SBS,2023
371953,1239,A,CEAS,,,,IDS,2023
378447,1239,A,CEAS,GOVT,,FILM-MN,IDS,2023
382337,1239,A,BIOL,SISP,,,NSM,2023
382364,1239,A,SOC,,,,SBS,2023
384981,1239,A,COMP,,,,NSM,2023
378533,1239,A,ENGL,PSYC,,,HA,2023
384742,1239,A,ANTH,ENGL,,,SBS,2023
384821,1239,A,FILM,SOC,,,HA,2023
382233,1239,A,FILM,,,,HA,2023
371821,1239,A,ECON,,,DATA-MN,SBS,2023
377571,1239,A,ENVS,GOVT,,,NSM,2023
382158,1239,A,GOVT,PSYC,,,SBS,2023
382280,1239,A,ENGL,,,,HA,2023
382340,1239,A,EDST,PSYC,,,IDS,2023
382459,1239,A,ENVS,SOC,,,NSM,2023
382476,1239,A,PSYC,,,,NSM,2023
382487,1239,A,PSYC,,,,NSM,2023
384980,1239,A,ASTR,PHYS,,,NSM,2023
385029,1239,A,COMP,,,,NSM,2023
377626,1239,A,AFAM,,,FILM-MN,SBS,2023
382263,1239,A,GOVT,,,,SBS,2023
390881,1239,A,CSS,ENVS,,HIST-MN,SBS,2023
385154,1239,A,PSYC,,,,NSM,2023
377697,1239,B,CSS,,,,SBS,2023
378439,1239,B,PSYC,SISP,,DATA-MN,NSM,2023
383430,1239,B,FGSS,FILM,,,IDS,2023
384965,1239,B,PSYC,,,,NSM,2023
384967,1239,B,CSS,,,,SBS,2023
384992,1239,B,ANTH,ARST,,,SBS,2023
385015,1239,B,ENGL,GOVT,,,HA,2023
385104,1239,B,,,,,"  .",2023
385114,1239,B,CSS,,,,SBS,2023
390810,1239,B,ENVS,SOC,,,NSM,2023
390901,1239,B,ENGL,SOC,,,HA,2023
382208,1239,B,ARHA,ARST,,IDEA-MN,HA,2023
380184,1239,B,FILM,,,,HA,2023
382165,1239,B,PSYC,,,,NSM,2023
382197,1239,B,,,,,"  .",2023
382214,1239,B,ECON,,,,SBS,2023
382265,1239,B,AMST,,,HIST-MN,SBS,2023
382279,1239,B,HISP,,,,IDS,2023
382290,1239,B,PSYC,,,,NSM,2023
382412,1239,B,ECON,PSYC,,,SBS,2023
382417,1239,B,BIOL,ECON,,,NSM,2023
382421,1239,B,NS&B,PSYC,,,NSM,2023
382461,1239,B,FILM,,,HIST-MN,HA,2023
382462,1239,B,PSYC,,,,NSM,2023
382469,1239,B,ARST,,,,HA,2023
382482,1239,B,ENVS,FGSS,,,NSM,2023
382520,1239,B,ECON,,,,SBS,2023
382521,1239,B,E&ES,,,,NSM,2023
383377,1239,B,PSYC,,,,NSM,2023
383414,1239,B,NS&B,,,,NSM,2023
384695,1239,B,SOC,,,,SBS,2023
384705,1239,B,AMST,,,ENVS-MN,SBS,2023
384735,1239,B,SOC,,,,SBS,2023
384748,1239,B,ENGL,SOC,,,HA,2023
384843,1239,B,AMST,,,FILM-MN,SBS,2023
384845,1239,B,SOC,,,,SBS,2023
385035,1239,B,PSYC,,,,NSM,2023
385075,1239,B,COMP,MUSC,,,NSM,2023
385144,1239,B,AMST,GOVT,,,SBS,2023
385152,1239,B,NS&B,PSYC,,ENVS-MN,NSM,2023
385155,1239,B,AMST,,,,SBS,2023
385165,1239,B,GOVT,,,,SBS,2023
384767,1239,B,EDST,PSYC,,,IDS,2023
384859,1239,B,BIOL,FGSS,,,NSM,2023
382185,1239,B,AMST,,,CJST-MN,SBS,2023
384802,1239,B,CSS,ENVS,,ENVS-MN,SBS,2023
382401,1239,B,,,,,"  .",2023
383426,1239,C,FRST,,,EDST-MN,HA,2023
388319,1239,D,,,,,"  .",2023
378821,1239,D,HIST,ITST,,,SBS,2023
382240,1239,D,GOVT,ITST,,,SBS,2023
382371,1239,D,ITST,PSYC,,,IDS,2023
382478,1239,D,SISP,,,,IDS,2023
382479,1239,D,ITST,,,,IDS,2023
382503,1239,D,ITST,SOC,,,IDS,2023
384863,1239,D,AMST,,,,SBS,2023
384996,1239,D,CSS,,,,SBS,2023
385081,1239,D,AMST,ARST,ITST,,SBS,2023
385087,1239,D,BIOL,,,,NSM,2023
385105,1239,D,EDST,RELI,,,IDS,2023
385187,1239,D,ECON,MATH,,,SBS,2023
377457,1239,D,ENVS,,,,NSM,2023
379219,1239,D,GOVT,LAST,,,SBS,2023
382196,1239,D,HISP,SOC,,GLEN-MN,IDS,2023
382303,1239,D,,,,,"  .",2023
382512,1239,D,AMST,GOVT,LAST,,SBS,2023
383420,1239,D,ENVS,SOC,,,NSM,2023
385039,1239,D,ECON,LAST,,,SBS,2023
377680,1239,D,HISP,NS&B,,,IDS,2023
384824,1239,D,FILM,LAST,,,HA,2023
384972,1239,D,COMP,,,,NSM,2023
378461,1239,D,AMST,THEA,,,SBS,2023
382264,1239,D,HIST,LAST,,,SBS,2023
382324,1239,D,AMST,,,,SBS,2023
382352,1239,D,PHIL,SOC,,,SBS,2023
382386,1239,D,HIST,,,,SBS,2023
382418,1239,D,AMST,RELI,,,SBS,2023
382419,1239,D,RMST,,,,IDS,2023
382502,1239,D,NS&B,,,EDST-MN,NSM,2023
383445,1239,D,AMST,PSYC,,,SBS,2023
383472,1239,D,GOVT,,,DATA-MN,SBS,2023
384704,1239,D,HISP,,,,IDS,2023
384721,1239,D,,,,,"  .",2023
384738,1239,D,ECON,GOVT,,ENVS-MN,SBS,2023
384751,1239,D,GOVT,REES,,FILM-MN,SBS,2023
384769,1239,D,AMST,,,IDEA-MN,SBS,2023
384788,1239,D,ECON,,,,SBS,2023
384811,1239,D,SISP,,,,IDS,2023
384827,1239,D,LAST,SISP,,,IDS,2023
385031,1239,D,AMST,,,,SBS,2023
385098,1239,D,CSS,,,,SBS,2023
385171,1239,D,CHEM,,,,NSM,2023
371944,1239,D,ENGL,,,FILM-MN,HA,2023
378876,1239,D,GOVT,,,,SBS,2023
382191,1239,D,FILM,,,,HA,2023
382294,1239,D,ARHA,HIST,,,HA,2023
383347,1239,D,FRST,NS&B,,,HA,2023
383448,1239,D,FRST,,,AFST-MN,HA,2023
383477,1239,D,AMST,FGSS,,,SBS,2023
384756,1239,D,FRST,,,FILM-MN,HA,2023
384838,1239,D,ENGL,REES,,,HA,2023
384963,1239,D,GOVT,,,,SBS,2023
384974,1239,D,FRST,MDST,RELI,,HA,2023
385124,1239,D,CSS,HIST,,FRST-MN,SBS,2023
385161,1239,D,CSS,FRST,,,SBS,2023
